Gender,Race/Ethnicity,Home_City,Preferred_Langauge,Hobby_Interest,Budget (in millions),Fathers_Occupation,Mothers_Occupation,Study_Group,Degree_Program,Matric_Marks,Inter_Marks,Year_of_Admission,Campus,University
male,Other,Islamabad,Urdu,Gaming,11,Doctor,Doctor,Pre-Engrr,BSEE,980,963,2019,Lahore,LUMS
male,Punjabi,Lahore,Punjabi,Gaming,12,Doctor,Teacher,Commerce,BBA,999,987,2019,Lahore,LUMS
male,Pashtun,Kohat,Hinko,Sports,3,Engrr,House Wife,Pre-Engrr,BSEE,640,740,2019,Peshawar,UET
male,Pashtun,Peshawar,Pashto,Sports,4,Engrr,House Wife,Pre-Engrr,BSME,698,760,2019,Peshawar,UET
male,Pashtun,Kohat,Urdu,Sports,4,Engrr,House Wife,Pre-Engrr,BSME,700,780,2019,Peshawar,UET
male,Other,Peshawar,Urdu,Sports,4,Engrr,House Wife,Pre-Engrr,BSCE,730,795,2019,Peshawar,UET
female,Sindhi,Karachi,Urdu,Nothing,9,Doctor,Teacher,Pre-Engrr,BSEE,1001,1000,2019,Karachi,Aga Khan
female,Sindhi,Karachi,Urdu,Gaming,9,Doctor,Teacher,Pre-Med,Medical,1000,1098,2019,Karachi,Aga Khan
male,Sindhi,Karachi,Urdu,Nothing,10,Doctor,Teacher,CS,BSCS,986,998,2019,Karachi,Aga Khan
male,Other,Islamabad,Punjabi,Gaming,10,Doctor,Teacher,Pre-Engrr,BSEE,978,1005,2019,Karachi,Aga Khan
female,Pashtun,Peshawar,Pashto,Reading,4,Engrr,House Wife,Pre-Med,Medical,899,870,2019,Peshawar,KMC
female,Pashtun,Peshawar,Pashto,Writing,4,Engrr,House Wife,Pre-Med,Medical,900,920,2019,Peshawar,KMC
female,Pashtun,Peshawar,Pashto,Reading,4,Engrr,House Wife,Pre-Med,Medical,902,910,2019,Peshawar,KMC
male,Sindhi,Karachi,Sindhi,Nothing,4,Engrr,Teacher,Pre-Med,Medical,845,876,2019,Peshawar,KMC
male,Punjabi,Lahore,Punjabi,Writing,7,Engrr,Doctor,CS,BSCS,999,956,2019,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Writing,7,Engrr,Doctor,CS,BSCS,987,967,2019,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Writing,7,Engrr,Doctor,CS,BSCS,988,970,2019,Islamabad,COMSATS
male,Brahuis,Islamabad,Urdu,Gaming,7,Teacher,Teacher,CS,BSCS,967,970,2019,Islamabad,COMSATS
male,Muhajirs,Islamabad,Urdu,Sports,6,Teacher,House Wife,Pre-Engrr,BSME,956,950,2019,Islamabad,COMSATS
male,Punjabi,Karachi,Urdu,Nothing,4,Doctor,House Wife,Pre-Engrr,BSCE,996,997,2019,Karachi,NUST
male,Other,Karachi,Urdu,Gaming,6,Doctor,House Wife,Pre-Engrr,BSCE,990,999,2019,Karachi,NUST
male,Other,Karachi,Punjabi,Gaming,7,Engrr,Doctor,Pre-Engrr,BSME,1010,998,2019,Karachi,NUST
male,Other,Lahore,Urdu,Gaming,7,Doctor,Teacher,Pre-Engrr,BSEE,1009,920,2019,Islamabad,NUST
male,Sindhi,Karachi,Sindhi,Writing,6,Doctor,Teacher,Pre-Engrr,BSEE,997,967,2020,Karachi,NUST
male,Punjabi,Islamabad,Urdu,Nothing,7,Engrr,House Wife,Commerce,BBA,980,988,2019,Islamabad,COMSATS
female,Punjabi,Islamabad,Urdu,Gaming,7,Engrr,House Wife,Commerce,BBA,970,966,2019,Islamabad,COMSATS
male,Other,Islamabad,Urdu,Nothing,7,Engrr,Doctor,Commerce,BBA,988,900,2019,Islamabad,COMSATS
male,Punjabi,Islamabad,Punjabi,Nothing,7,Engrr,Doctor,Commerce,BBA,970,920,2019,Islamabad,COMSATS
male,Other,Peshawar,Urdu,Nothing,7,Army,House Wife,Commerce,BBA,970,910,2019,Islamabad,COMSATS
male,Pashtun,Peshawar,Pashto,Nothing,5,Engrr,House Wife,Commerce,BBA,950,800,2019,Peshawar,IMsciences
female,Other,Peshawar,Hinko,Gaming,5,Retired,Doctor,Commerce,BBA,970,870,2019,Peshawar,IMsciences
male,Other,Kohat,Hinko,Nothing,4,Engrr,House Wife,Commerce,BBA,920,980,2019,Peshawar,IMsciences
male,Pashtun,Kohat,Urdu,Nothing,5,Engrr,House Wife,Commerce,BBA,899,890,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Urdu,Nothing,5,Engrr,House Wife,Commerce,BBA,920,910,2019,Peshawar,IMsciences
female,Other,Peshawar,Urdu,Writing,5,Doctor,House Wife,Commerce,BBA,980,950,2020,Peshawar,IMsciences
female,Other,Peshawar,Urdu,Writing,6,Doctor,Doctor,Commerce,BBA,960,940,2020,Peshawar,IMsciences
